barangay,year,month,rainfall_mm,temp_mean_c,humidity_mean_pct,days
Baclaran,2021,4,22.2,28.25,70.7,30
Baclaran,2021,5,79.8,29.16,75.08,31
Baclaran,2021,6,231.7,28.28,81.31,30
Baclaran,2021,7,282.0,27.81,83.5,31
Baclaran,2021,8,182.8,27.68,83.83,31
Baclaran,2021,9,360.0,27.3,86.73,30
Baclaran,2021,10,204.0,27.25,84.08,31
Baclaran,2021,11,46.7,27.88,77.52,30
Baclaran,2021,12,80.0,26.28,76.47,31
Baclaran,2022,1,33.1,26.27,72.7,31
Baclaran,2022,2,21.8,26.62,75.0,28
Baclaran,2022,3,24.7,28.11,72.79,31
Baclaran,2022,4,59.5,27.98,74.36,30
Baclaran,2022,5,215.1,28.39,78.56,31
Baclaran,2022,6,265.8,28.02,81.84,30
Baclaran,2022,7,299.2,27.4,86.6,31
Baclaran,2022,8,369.6,26.93,87.34,31
Baclaran,2022,9,274.8,27.0,86.04,30
Baclaran,2022,10,438.8,27.38,83.52,31
Baclaran,2022,11,77.0,27.18,83.41,30
Baclaran,2022,12,120.2,26.11,81.56,31
Baclaran,2023,1,106.7,25.5,80.34,31
Baclaran,2023,2,72.6,26.29,74.72,28
Baclaran,2023,3,7.5,27.04,68.68,31
Baclaran,2023,4,130.6,28.1,75.07,30
Baclaran,2023,5,118.9,28.91,76.85,31
Baclaran,2023,6,222.7,28.25,80.86,30
Baclaran,2023,7,338.5,28.29,81.35,31
Baclaran,2023,8,96.5,28.45,80.36,31
Baclaran,2023,9,344.9,27.99,83.33,30
Baclaran,2023,10,169.9,27.9,81.92,31
Baclaran,2023,11,85.3,27.5,81.48,30
Baclaran,2023,12,38.3,26.99,82.51,31
Baclaran,2024,1,6.8,25.88,79.21,31
Baclaran,2024,2,10.2,26.2,79.12,29
Baclaran,2024,3,25.7,26.73,79.8,31
Baclaran,2024,4,12.0,28.76,77.19,30
Baclaran,2024,5,252.1,29.33,78.62,31
Baclaran,2024,6,337.7,28.72,81.76,30
Baclaran,2024,7,445.0,27.78,83.77,31
Baclaran,2024,8,275.9,28.2,83.02,31
Baclaran,2024,9,307.0,27.96,83.93,30
Baclaran,2024,10,308.7,27.86,82.52,31
Baclaran,2024,11,62.4,27.84,81.69,30
Baclaran,2024,12,189.7,26.52,84.79,31
Baclaran,2025,1,51.9,25.93,82.82,31
Baclaran,2025,2,89.6,26.02,82.39,28
Baclaran,2025,3,48.5,26.93,80.85,31
Baclaran,2025,4,22.0,28.94,76.32,30
Baclaran,2025,5,167.5,28.9,78.24,31
Baclaran,2025,6,369.0,27.91,83.1,30
Baclaran,2025,7,368.5,27.74,82.83,31
Baclaran,2025,8,323.2,27.65,81.96,31
Baclaran,2025,9,290.4,27.09,85.3,30
Baclaran,2025,10,254.2,27.48,83.56,31
Baclaran,2025,11,208.0,27.32,83.67,30
Baclaran,2025,12,69.9,26.66,81.89,31
Balibago,2020,1,61.8,25.71,78.69,31
Balibago,2020,2,46.4,25.31,73.73,29
Balibago,2020,3,14.2,27.32,72.14,31
Balibago,2020,4,20.6,28.37,71.47,30
Balibago,2020,5,259.1,28.9,78.69,31
Balibago,2020,6,206.5,28.18,80.67,30
Balibago,2020,7,271.9,27.63,83.22,31
Balibago,2020,8,259.5,27.06,85.97,31
Balibago,2020,9,172.7,27.44,85.12,30
Balibago,2020,10,488.6,26.58,88.02,31
Balibago,2020,11,369.0,26.48,83.91,30
Balibago,2020,12,327.8,26.11,85.74,31
Balibago,2021,1,108.6,25.1,81.75,31
Balibago,2021,2,91.9,25.17,80.92,28
Balibago,2021,3,63.2,26.72,78.69,31
Balibago,2021,4,22.2,27.88,70.63,30
Balibago,2021,5,79.8,28.81,75.02,31
Balibago,2021,6,231.7,27.93,81.25,30
Balibago,2021,7,282.0,27.46,83.44,31
Balibago,2021,8,182.8,27.33,83.78,31
Balibago,2021,9,360.0,26.94,86.7,30
Balibago,2021,10,204.0,26.89,84.03,31
Balibago,2021,11,46.7,27.51,77.47,30
Balibago,2021,12,80.0,25.93,76.43,31
Balibago,2022,1,33.1,25.92,72.65,31
Balibago,2022,2,21.8,26.26,74.93,28
Balibago,2022,3,24.7,27.74,72.74,31
Balibago,2022,4,59.5,27.63,74.3,30
Balibago,2022,5,215.1,28.03,78.5,31
Balibago,2022,6,265.8,27.65,81.8,30
Balibago,2022,7,299.2,27.04,86.57,31
Balibago,2022,8,369.6,26.56,87.31,31
Balibago,2022,9,274.8,26.65,86.0,30
Balibago,2022,10,438.8,27.01,83.49,31
Balibago,2022,11,77.0,26.83,83.37,30
Balibago,2022,12,120.2,25.75,81.53,31
Balibago,2023,1,106.7,25.15,80.29,31
Balibago,2023,2,72.6,25.93,74.66,28
Balibago,2023,3,7.5,26.7,68.63,31
Balibago,2023,4,130.6,27.74,75.01,30
Balibago,2023,5,118.9,28.55,76.79,31
Balibago,2023,6,222.7,27.89,80.82,30
Balibago,2023,7,338.5,27.94,81.31,31
Balibago,2023,8,96.5,28.09,80.29,31
Balibago,2023,9,344.9,27.63,83.28,30
Balibago,2023,10,169.9,27.55,81.88,31
Balibago,2023,11,85.3,27.14,81.44,30
Balibago,2023,12,38.3,26.63,82.48,31
Balibago,2024,1,6.8,25.53,79.17,31
Balibago,2024,2,10.2,25.84,79.08,29
Balibago,2024,3,25.7,26.37,79.74,31
Balibago,2024,4,12.0,28.42,77.15,30
Balibago,2024,5,252.1,28.97,78.57,31
Balibago,2024,6,337.7,28.37,81.73,30
Balibago,2024,7,445.0,27.43,83.7,31
Balibago,2024,8,275.9,27.86,82.99,31
Balibago,2024,9,307.0,27.6,83.88,30
Balibago,2024,10,308.7,27.49,82.46,31
Balibago,2024,11,62.4,27.47,81.65,30
Balibago,2024,12,189.7,26.18,84.76,31
Balibago,2025,1,51.9,25.58,82.79,31
Balibago,2025,2,89.6,25.66,82.35,28
Balibago,2025,3,48.5,26.57,80.81,31
Balibago,2025,4,22.0,28.59,76.27,30
Balibago,2025,5,167.5,28.55,78.18,31
Balibago,2025,6,369.0,27.55,83.04,30
Balibago,2025,7,368.5,27.39,82.78,31
Balibago,2025,8,323.2,27.29,81.91,31
Balibago,2025,9,290.4,26.73,85.26,30
Balibago,2025,10,254.2,27.12,83.51,31
Balibago,2025,11,208.0,26.97,83.63,30
Balibago,2025,12,69.9,26.31,81.87,31
Banaybanay,2020,1,61.3,25.48,83.12,31
Banaybanay,2020,2,49.3,25.13,78.12,29
Banaybanay,2020,3,14.4,27.37,75.71,31
Banaybanay,2020,4,28.9,28.52,74.59,30
Banaybanay,2020,5,239.6,29.06,80.43,31
Banaybanay,2020,6,263.1,28.0,84.83,30
Banaybanay,2020,7,333.0,27.43,87.02,31
Banaybanay,2020,8,313.8,27.02,88.13,31
Banaybanay,2020,9,235.6,27.34,87.77,30
Banaybanay,2020,10,550.6,26.47,90.91,31
Banaybanay,2020,11,428.7,26.26,87.71,30
Banaybanay,2020,12,368.9,25.94,89.16,31
Banaybanay,2021,1,113.8,24.88,85.5,31
Banaybanay,2021,2,76.6,24.99,84.67,28
Banaybanay,2021,3,76.3,26.48,83.51,31
Banaybanay,2021,4,16.6,27.79,74.45,30
Banaybanay,2021,5,106.8,28.92,78.11,31
Banaybanay,2021,6,261.1,27.95,83.39,30
Banaybanay,2021,7,314.7,27.36,86.57,31
Banaybanay,2021,8,248.9,27.24,86.9,31
Banaybanay,2021,9,395.8,26.85,89.47,30
Banaybanay,2021,10,234.5,26.63,87.99,31
Banaybanay,2021,11,64.6,27.04,83.89,30
Banaybanay,2021,12,97.0,25.65,81.31,31
Banaybanay,2022,1,42.6,25.66,77.71,31
Banaybanay,2022,2,41.4,26.23,78.63,28
Banaybanay,2022,3,63.6,27.79,75.78,31
Banaybanay,2022,4,122.2,27.56,77.73,30
Banaybanay,2022,5,238.6,28.19,80.08,31
Banaybanay,2022,6,315.0,27.53,84.64,30
Banaybanay,2022,7,366.4,27.03,88.47,31
Banaybanay,2022,8,439.8,26.55,89.01,31
Banaybanay,2022,9,332.9,26.73,87.71,30
Banaybanay,2022,10,459.5,26.78,87.26,31
Banaybanay,2022,11,94.1,26.58,87.26,30
Banaybanay,2022,12,122.2,25.54,85.46,31
Banaybanay,2023,1,102.1,24.96,84.02,31
Banaybanay,2023,2,62.5,25.72,78.48,28
Banaybanay,2023,3,20.4,26.6,72.54,31
Banaybanay,2023,4,152.3,27.75,77.58,30
Banaybanay,2023,5,145.2,28.46,80.23,31
Banaybanay,2023,6,249.6,27.76,84.31,30
Banaybanay,2023,7,302.7,27.67,85.02,31
Banaybanay,2023,8,76.7,28.25,80.13,31
Banaybanay,2023,9,279.8,27.34,87.39,30
Banaybanay,2023,10,133.9,27.19,85.94,31
Banaybanay,2023,11,85.4,27.07,82.5,30
Banaybanay,2023,12,51.6,26.75,82.33,31
Banaybanay,2024,1,8.3,25.94,76.23,31
Banaybanay,2024,2,14.0,26.49,75.12,29
Banaybanay,2024,3,30.1,27.12,75.35,31
Banaybanay,2024,4,31.7,29.41,71.88,30
Banaybanay,2024,5,246.1,29.55,76.51,31
Banaybanay,2024,6,320.8,28.05,86.67,30
Banaybanay,2024,7,431.0,27.06,88.63,31
Banaybanay,2024,8,253.6,27.55,86.83,31
Banaybanay,2024,9,309.2,27.35,86.8,30
Banaybanay,2024,10,294.0,27.07,86.81,31
Banaybanay,2024,11,81.3,27.53,82.26,30
Banaybanay,2024,12,204.4,25.97,87.31,31
Banaybanay,2025,1,68.0,25.57,83.8,31
Banaybanay,2025,2,136.1,25.83,82.09,28
Banaybanay,2025,3,70.3,27.01,78.08,31
Banaybanay,2025,4,26.8,29.47,71.33,30
Banaybanay,2025,5,131.2,28.85,77.71,31
Banaybanay,2025,6,329.7,27.29,87.27,30
Banaybanay,2025,7,345.6,27.15,85.69,31
Banaybanay,2025,8,320.6,26.98,85.53,31
Banaybanay,2025,9,342.4,26.34,90.02,30
Banaybanay,2025,10,244.9,26.68,88.79,31
Banaybanay,2025,11,208.9,26.62,87.28,30
Banaybanay,2025,12,53.2,26.23,83.12,31
Bigaa,2020,1,61.8,25.71,78.69,31
Bigaa,2020,2,46.4,25.31,73.73,29
Bigaa,2020,3,14.2,27.32,72.14,31
Bigaa,2020,4,20.6,28.37,71.47,30
Bigaa,2020,5,259.1,28.9,78.69,31
Bigaa,2020,6,206.5,28.18,80.67,30
Bigaa,2020,7,271.9,27.63,83.22,31
Bigaa,2020,8,259.5,27.06,85.97,31
Bigaa,2020,9,172.7,27.44,85.12,30
Bigaa,2020,10,488.6,26.58,88.02,31
Bigaa,2020,11,369.0,26.48,83.91,30
Bigaa,2020,12,327.8,26.11,85.74,31
Bigaa,2021,1,108.6,25.1,81.75,31
Bigaa,2021,2,91.9,25.17,80.92,28
Bigaa,2021,3,63.2,26.72,78.69,31
Bigaa,2021,4,22.2,27.88,70.63,30
Bigaa,2021,5,79.8,28.81,75.02,31
Bigaa,2021,6,231.7,27.93,81.25,30
Bigaa,2021,7,282.0,27.46,83.44,31
Bigaa,2021,8,182.8,27.33,83.78,31
Bigaa,2021,9,360.0,26.94,86.7,30
Bigaa,2021,10,204.0,26.89,84.03,31
Bigaa,2021,11,46.7,27.51,77.47,30
Bigaa,2021,12,80.0,25.93,76.43,31
Bigaa,2022,1,33.1,25.92,72.65,31
Bigaa,2022,2,21.8,26.26,74.93,28
Bigaa,2022,3,24.7,27.74,72.74,31
Bigaa,2022,4,59.5,27.63,74.3,30
Bigaa,2022,5,215.1,28.03,78.5,31
Bigaa,2022,6,265.8,27.65,81.8,30
Bigaa,2022,7,299.2,27.04,86.57,31
Bigaa,2022,8,369.6,26.56,87.31,31
Bigaa,2022,9,274.8,26.65,86.0,30
Bigaa,2022,10,438.8,27.01,83.49,31
Bigaa,2022,11,77.0,26.83,83.37,30
Bigaa,2022,12,120.2,25.75,81.53,31
Bigaa,2023,1,106.7,25.15,80.29,31
Bigaa,2023,2,72.6,25.93,74.66,28
Bigaa,2023,3,7.5,26.7,68.63,31
Bigaa,2023,4,130.6,27.74,75.01,30
Bigaa,2023,5,118.9,28.55,76.79,31
Bigaa,2023,6,222.7,27.89,80.82,30
Bigaa,2023,7,338.5,27.94,81.31,31
Bigaa,2023,8,96.5,28.09,80.29,31
Bigaa,2023,9,344.9,27.63,83.28,30
Bigaa,2023,10,169.9,27.55,81.88,31
Bigaa,2023,11,85.3,27.14,81.44,30
Bigaa,2023,12,38.3,26.63,82.48,31
Bigaa,2024,1,6.8,25.53,79.17,31
Bigaa,2024,2,10.2,25.84,79.08,29
Bigaa,2024,3,25.7,26.37,79.74,31
Bigaa,2024,4,12.0,28.42,77.15,30
Bigaa,2024,5,252.1,28.97,78.57,31
Bigaa,2024,6,337.7,28.37,81.73,30
Bigaa,2024,7,445.0,27.43,83.7,31
Bigaa,2024,8,275.9,27.86,82.99,31
Bigaa,2024,9,307.0,27.6,83.88,30
Bigaa,2024,10,308.7,27.49,82.46,31
Bigaa,2024,11,62.4,27.47,81.65,30
Bigaa,2024,12,189.7,26.18,84.76,31
Bigaa,2025,1,51.9,25.58,82.79,31
Bigaa,2025,2,89.6,25.66,82.35,28
Bigaa,2025,3,48.5,26.57,80.81,31
Bigaa,2025,4,22.0,28.59,76.27,30
Bigaa,2025,5,167.5,28.55,78.18,31
Bigaa,2025,6,369.0,27.55,83.04,30
Bigaa,2025,7,368.5,27.39,82.78,31
Bigaa,2025,8,323.2,27.29,81.91,31
Bigaa,2025,9,290.4,26.73,85.26,30
Bigaa,2025,10,254.2,27.12,83.51,31
Bigaa,2025,11,208.0,26.97,83.63,30
Bigaa,2025,12,69.9,26.31,81.87,31
Butong,2020,1,61.8,25.71,78.69,31
Butong,2020,2,46.4,25.31,73.73,29
Butong,2020,3,14.2,27.32,72.14,31
Butong,2020,4,20.6,28.37,71.47,30
Butong,2020,5,259.1,28.9,78.69,31
Butong,2020,6,206.5,28.18,80.67,30
Butong,2020,7,271.9,27.63,83.22,31
Butong,2020,8,259.5,27.06,85.97,31
Butong,2020,9,172.7,27.44,85.12,30
Butong,2020,10,488.6,26.58,88.02,31
Butong,2020,11,369.0,26.48,83.91,30
Butong,2020,12,327.8,26.11,85.74,31
Butong,2021,1,108.6,25.1,81.75,31
Butong,2021,2,91.9,25.17,80.92,28
Butong,2021,3,63.2,26.72,78.69,31
Butong,2021,4,22.2,27.88,70.63,30
Butong,2021,5,79.8,28.81,75.02,31
Butong,2021,6,231.7,27.93,81.25,30
Butong,2021,7,282.0,27.46,83.44,31
Butong,2021,8,182.8,27.33,83.78,31
Butong,2021,9,360.0,26.94,86.7,30
Butong,2021,10,204.0,26.89,84.03,31
Butong,2021,11,46.7,27.51,77.47,30
Butong,2021,12,80.0,25.93,76.43,31
Butong,2022,1,33.1,25.92,72.65,31
Butong,2022,2,21.8,26.26,74.93,28
Butong,2022,3,24.7,27.74,72.74,31
Butong,2022,4,59.5,27.63,74.3,30
Butong,2022,5,215.1,28.03,78.5,31
Butong,2022,6,265.8,27.65,81.8,30
Butong,2022,7,299.2,27.04,86.57,31
Butong,2022,8,369.6,26.56,87.31,31
Butong,2022,9,274.8,26.65,86.0,30
Butong,2022,10,438.8,27.01,83.49,31
Butong,2022,11,77.0,26.83,83.37,30
Butong,2022,12,120.2,25.75,81.53,31
Butong,2023,1,106.7,25.15,80.29,31
Butong,2023,2,72.6,25.93,74.66,28
Butong,2023,3,7.5,26.7,68.63,31
Butong,2023,4,130.6,27.74,75.01,30
Butong,2023,5,118.9,28.55,76.79,31
Butong,2023,6,222.7,27.89,80.82,30
Butong,2023,7,338.5,27.94,81.31,31
Butong,2023,8,96.5,28.09,80.29,31
Butong,2023,9,344.9,27.63,83.28,30
Butong,2023,10,169.9,27.55,81.88,31
Butong,2023,11,85.3,27.14,81.44,30
Butong,2023,12,38.3,26.63,82.48,31
Butong,2024,1,6.8,25.53,79.17,31
Butong,2024,2,10.2,25.84,79.08,29
Butong,2024,3,25.7,26.37,79.74,31
Butong,2024,4,12.0,28.42,77.15,30
Butong,2024,5,252.1,28.97,78.57,31
Butong,2024,6,337.7,28.37,81.73,30
Butong,2024,7,445.0,27.43,83.7,31
Butong,2024,8,275.9,27.86,82.99,31
Butong,2024,9,307.0,27.6,83.88,30
Butong,2024,10,308.7,27.49,82.46,31
Butong,2024,11,62.4,27.47,81.65,30
Butong,2024,12,189.7,26.18,84.76,31
Butong,2025,1,51.9,25.58,82.79,31
Butong,2025,2,89.6,25.66,82.35,28
Butong,2025,3,48.5,26.57,80.81,31
Butong,2025,4,22.0,28.59,76.27,30
Butong,2025,5,167.5,28.55,78.18,31
Butong,2025,6,369.0,27.55,83.04,30
Butong,2025,7,368.5,27.39,82.78,31
Butong,2025,8,323.2,27.29,81.91,31
Butong,2025,9,290.4,26.73,85.26,30
Butong,2025,10,254.2,27.12,83.51,31
Butong,2025,11,208.0,26.97,83.63,30
Butong,2025,12,69.9,26.31,81.87,31
Caingin,2020,1,61.8,25.71,78.69,31
Caingin,2020,2,46.4,25.31,73.73,29
Caingin,2020,3,14.2,27.32,72.14,31
Caingin,2020,4,20.6,28.37,71.47,30
Caingin,2020,5,259.1,28.9,78.69,31
Caingin,2020,6,206.5,28.18,80.67,30
Caingin,2020,7,271.9,27.63,83.22,31
Caingin,2020,8,259.5,27.06,85.97,31
Caingin,2020,9,172.7,27.44,85.12,30
Caingin,2020,10,488.6,26.58,88.02,31
Caingin,2020,11,369.0,26.48,83.91,30
Caingin,2020,12,327.8,26.11,85.74,31
Caingin,2021,1,108.6,25.1,81.75,31
Caingin,2021,2,91.9,25.17,80.92,28
Caingin,2021,3,63.2,26.72,78.69,31
Caingin,2021,4,22.2,27.88,70.63,30
Caingin,2021,5,79.8,28.81,75.02,31
Caingin,2021,6,231.7,27.93,81.25,30
Caingin,2021,7,282.0,27.46,83.44,31
Caingin,2021,8,182.8,27.33,83.78,31
Caingin,2021,9,360.0,26.94,86.7,30
Caingin,2021,10,204.0,26.89,84.03,31
Caingin,2021,11,46.7,27.51,77.47,30
Caingin,2021,12,80.0,25.93,76.43,31
Caingin,2022,1,33.1,25.92,72.65,31
Caingin,2022,2,21.8,26.26,74.93,28
Caingin,2022,3,24.7,27.74,72.74,31
Caingin,2022,4,59.5,27.63,74.3,30
Caingin,2022,5,215.1,28.03,78.5,31
Caingin,2022,6,265.8,27.65,81.8,30
Caingin,2022,7,299.2,27.04,86.57,31
Caingin,2022,8,369.6,26.56,87.31,31
Caingin,2022,9,274.8,26.65,86.0,30
Caingin,2022,10,438.8,27.01,83.49,31
Caingin,2022,11,77.0,26.83,83.37,30
Caingin,2022,12,120.2,25.75,81.53,31
Caingin,2023,1,106.7,25.15,80.29,31
Caingin,2023,2,72.6,25.93,74.66,28
Caingin,2023,3,7.5,26.7,68.63,31
Caingin,2023,4,130.6,27.74,75.01,30
Caingin,2023,5,118.9,28.55,76.79,31
Caingin,2023,6,222.7,27.89,80.82,30
Caingin,2023,7,338.5,27.94,81.31,31
Caingin,2023,8,96.5,28.09,80.29,31
Caingin,2023,9,344.9,27.63,83.28,30
Caingin,2023,10,169.9,27.55,81.88,31
Caingin,2023,11,85.3,27.14,81.44,30
Caingin,2023,12,38.3,26.63,82.48,31
Caingin,2024,1,6.8,25.53,79.17,31
Caingin,2024,2,10.2,25.84,79.08,29
Caingin,2024,3,25.7,26.37,79.74,31
Caingin,2024,4,12.0,28.42,77.15,30
Caingin,2024,5,252.1,28.97,78.57,31
Caingin,2024,6,337.7,28.37,81.73,30
Caingin,2024,7,445.0,27.43,83.7,31
Caingin,2024,8,275.9,27.86,82.99,31
Caingin,2024,9,307.0,27.6,83.88,30
Caingin,2024,10,308.7,27.49,82.46,31
Caingin,2024,11,62.4,27.47,81.65,30
Caingin,2024,12,189.7,26.18,84.76,31
Caingin,2025,1,51.9,25.58,82.79,31
Caingin,2025,2,89.6,25.66,82.35,28
Caingin,2025,3,48.5,26.57,80.81,31
Caingin,2025,4,22.0,28.59,76.27,30
Caingin,2025,5,167.5,28.55,78.18,31
Caingin,2025,6,369.0,27.55,83.04,30
Caingin,2025,7,368.5,27.39,82.78,31
Caingin,2025,8,323.2,27.29,81.91,31
Caingin,2025,9,290.4,26.73,85.26,30
Caingin,2025,10,254.2,27.12,83.51,31
Caingin,2025,11,208.0,26.97,83.63,30
Caingin,2025,12,69.9,26.31,81.87,31
Dila,2020,1,61.8,25.71,78.69,31
Dila,2020,2,46.4,25.31,73.73,29
Dila,2020,3,14.2,27.32,72.14,31
Dila,2020,4,20.6,28.37,71.47,30
Dila,2020,5,259.1,28.9,78.69,31
Dila,2020,6,206.5,28.18,80.67,30
Dila,2020,7,271.9,27.63,83.22,31
Dila,2020,8,259.5,27.06,85.97,31
Dila,2020,9,172.7,27.44,85.12,30
Dila,2020,10,488.6,26.58,88.02,31
Dila,2020,11,369.0,26.48,83.91,30
Dila,2020,12,327.8,26.11,85.74,31
Dila,2021,1,108.6,25.1,81.75,31
Dila,2021,2,91.9,25.17,80.92,28
Dila,2021,3,63.2,26.72,78.69,31
Dila,2021,4,22.2,27.88,70.63,30
Dila,2021,5,79.8,28.81,75.02,31
Dila,2021,6,231.7,27.93,81.25,30
Dila,2021,7,282.0,27.46,83.44,31
Dila,2021,8,182.8,27.33,83.78,31
Dila,2021,9,360.0,26.94,86.7,30
Dila,2021,10,204.0,26.89,84.03,31
Dila,2021,11,46.7,27.51,77.47,30
Dila,2021,12,80.0,25.93,76.43,31
Dila,2022,1,33.1,25.92,72.65,31
Dila,2022,2,21.8,26.26,74.93,28
Dila,2022,3,24.7,27.74,72.74,31
Dila,2022,4,59.5,27.63,74.3,30
Dila,2022,5,215.1,28.03,78.5,31
Dila,2022,6,265.8,27.65,81.8,30
Dila,2022,7,299.2,27.04,86.57,31
Dila,2022,8,369.6,26.56,87.31,31
Dila,2022,9,274.8,26.65,86.0,30
Dila,2022,10,438.8,27.01,83.49,31
Dila,2022,11,77.0,26.83,83.37,30
Dila,2022,12,120.2,25.75,81.53,31
Dila,2023,1,106.7,25.15,80.29,31
Dila,2023,2,72.6,25.93,74.66,28
Dila,2023,3,7.5,26.7,68.63,31
Dila,2023,4,130.6,27.74,75.01,30
Dila,2023,5,118.9,28.55,76.79,31
Dila,2023,6,222.7,27.89,80.82,30
Dila,2023,7,338.5,27.94,81.31,31
Dila,2023,8,96.5,28.09,80.29,31
Dila,2023,9,344.9,27.63,83.28,30
Dila,2023,10,169.9,27.55,81.88,31
Dila,2023,11,85.3,27.14,81.44,30
Dila,2023,12,38.3,26.63,82.48,31
Dila,2024,1,6.8,25.53,79.17,31
Dila,2024,2,10.2,25.84,79.08,29
Dila,2024,3,25.7,26.37,79.74,31
Dila,2024,4,12.0,28.42,77.15,30
Dila,2024,5,252.1,28.97,78.57,31
Dila,2024,6,337.7,28.37,81.73,30
Dila,2024,7,445.0,27.43,83.7,31
Dila,2024,8,275.9,27.86,82.99,31
Dila,2024,9,307.0,27.6,83.88,30
Dila,2024,10,308.7,27.49,82.46,31
Dila,2024,11,62.4,27.47,81.65,30
Dila,2024,12,189.7,26.18,84.76,31
Dila,2025,1,51.9,25.58,82.79,31
Dila,2025,2,89.6,25.66,82.35,28
Dila,2025,3,48.5,26.57,80.81,31
Dila,2025,4,22.0,28.59,76.27,30
Dila,2025,5,167.5,28.55,78.18,31
Dila,2025,6,369.0,27.55,83.04,30
Dila,2025,7,368.5,27.39,82.78,31
