barangay,year,month,rainfall_mm,temp_mean_c,humidity_mean_pct,days
Uwisan,2024,9,349.2628,26.7115,85.5515,30
Uwisan,2024,10,335.1495,27.2791,86.4637,31
Uwisan,2024,11,172.4277,26.5267,84.7921,30
Uwisan,2024,12,106.0972,26.2661,83.5604,31
Uwisan,2025,1,57.2486,25.0933,80.347,31
Uwisan,2025,2,64.7808,25.7096,78.0383,28
Uwisan,2025,3,28.1562,26.9151,74.0746,31
Uwisan,2025,4,57.0931,28.4303,70.3212,30
Uwisan,2025,5,159.2907,28.3385,77.94,31
Uwisan,2025,6,317.463,27.5923,83.6636,30
Uwisan,2025,7,398.547,27.8621,84.1235,31
Uwisan,2025,8,162.8745,26.8934,84.5494,31
Uwisan,2025,9,309.9121,26.4642,86.0318,30
Uwisan,2025,10,175.9125,26.6726,84.7006,31
Uwisan,2025,11,232.8732,27.0308,84.1854,30
Uwisan,2025,12,115.4879,25.9274,82.5411,31
Looc,2020,1,71.1892,25.5465,78.1306,31
Looc,2020,2,56.6189,25.6102,75.7129,28
Looc,2020,3,20.0478,27.335,78.5949,31
Looc,2020,4,82.8678,27.8251,72.5987,30
Looc,2020,5,135.055,28.5678,78.1688,31
Looc,2020,6,280.4468,27.8225,83.9838,30
Looc,2020,7,306.4499,27.2807,83.3858,31
Looc,2020,8,192.5032,27.2088,84.1888,31
Looc,2020,9,280.2632,26.9258,85.6156,30
Looc,2020,10,330.8923,26.5657,85.6314,31
Looc,2020,11,100.0888,26.5092,86.5667,30
Looc,2020,12,95.6539,26.1892,82.5256,31
Looc,2021,1,77.6014,25.3162,81.1341,31
Looc,2021,2,84.2802,25.4904,78.3721,28
Looc,2021,3,26.1636,27.1835,76.2782,31
Looc,2021,4,69.2624,28.9734,74.5609,30
Looc,2021,5,206.2215,28.6215,77.3771,31
Looc,2021,6,296.4095,27.5161,81.7061,30
Looc,2021,7,266.5588,27.3444,84.0199,31
Looc,2021,8,295.9263,27.2351,86.5059,31
Looc,2021,9,283.4089,26.7936,84.6223,30
Looc,2021,10,211.0935,26.4128,86.8102,31
Looc,2021,11,152.6164,26.4705,81.5915,30
Looc,2021,12,142.284,26.0204,80.2431,31
Looc,2022,1,116.5302,25.9809,81.2661,31
Looc,2022,2,67.0482,25.6342,78.6891,28
Looc,2022,3,19.8427,26.4559,71.1186,31
Looc,2022,4,98.0589,27.9588,70.828,30
Looc,2022,5,129.4687,28.3601,76.8858,31
Looc,2022,6,322.4864,27.4663,82.5724,30
Looc,2022,7,346.5304,26.8871,84.5571,31
Looc,2022,8,299.4896,26.8582,83.1478,31
Looc,2022,9,268.1016,26.829,85.9243,30
Looc,2022,10,372.1226,26.8389,88.379,31
Looc,2022,11,119.7172,26.6807,81.2386,30
Looc,2022,12,62.7229,25.8513,81.6294,31
Looc,2023,1,60.6348,25.2878,82.2793,31
Looc,2023,2,56.1418,24.931,78.4349,29
Looc,2023,3,19.193,27.0243,75.3427,31
Looc,2023,4,7.5705,28.0982,73.9933,30
Looc,2023,5,216.2703,28.9826,77.381,31
Looc,2023,6,241.5091,28.1134,83.1665,30
Looc,2023,7,359.7095,27.8543,85.8542,31
Looc,2023,8,315.1694,27.0023,82.0649,31
Looc,2023,9,255.2926,26.8619,87.1778,30
Looc,2023,10,352.6054,26.8909,83.8939,31
Looc,2023,11,288.6532,27.1736,84.0495,30
Looc,2023,12,113.1015,25.867,84.712,31
Looc,2024,1,67.3034,24.9396,77.8816,31
Looc,2024,2,52.4141,25.4773,78.816,29
Looc,2024,3,32.183,26.6649,74.6092,31
Looc,2024,4,34.9538,28.4943,72.8975,30
Looc,2024,5,232.6789,29.1368,76.4595,31
Looc,2024,6,280.2037,28.1738,81.1222,30
Looc,2024,7,324.8636,26.7882,85.1842,31
Looc,2024,8,350.9661,27.0648,82.3776,31
Looc,2024,9,343.262,26.6271,85.7494,30
Looc,2024,10,329.4707,27.1859,83.491,31
Looc,2024,11,251.5407,27.1255,83.0039,30
Looc,2024,12,177.0045,25.7291,86.5944,31
Looc,2025,1,43.4522,25.2758,81.1201,31
Looc,2025,2,81.4295,25.3947,80.9975,29
Looc,2025,3,43.9198,26.7617,73.2776,31
Looc,2025,4,56.065,28.8454,72.3968,30
Looc,2025,5,129.0074,28.6178,77.6135,31
Looc,2025,6,228.1163,27.4337,82.7055,30
Looc,2025,7,354.1838,27.2437,82.9266,31
Looc,2025,8,181.618,27.3132,84.2789,31
Looc,2025,9,286.9977,26.7315,84.9624,30
Looc,2025,10,380.6799,26.473,83.8471,31
Looc,2025,11,162.9621,26.5433,83.3264,30
Looc,2025,12,209.6796,26.1155,86.3959,31
Banlic,2020,1,100.5491,25.5517,78.1626,31
Banlic,2020,2,12.8611,25.31,79.2355,28
Banlic,2020,3,43.0872,26.605,77.125,31
Banlic,2020,4,53.7957,28.0928,72.367,30
Banlic,2020,5,124.4482,28.2935,77.5499,31
Banlic,2020,6,300.9122,27.2067,84.0017,30
Banlic,2020,7,400.1845,27.1609,85.6784,31
Banlic,2020,8,306.3848,26.8983,86.0674,31
Banlic,2020,9,344.248,26.4801,85.9175,30
Banlic,2020,10,140.1349,27.593,84.7412,31
Banlic,2020,11,184.3683,26.8113,80.1024,30
Banlic,2020,12,203.9887,25.8354,82.7248,31
Banlic,2021,1,51.7526,25.2192,78.9481,31
Banlic,2021,2,63.6804,25.7651,78.7815,28
Banlic,2021,3,39.7933,26.7213,75.2019,31
Banlic,2021,4,46.2265,28.3383,72.747,30
Banlic,2021,5,141.8397,28.7962,79.6377,31
Banlic,2021,6,280.8134,28.2421,82.6338,30
Banlic,2021,7,370.2271,27.0114,84.566,31
Banlic,2021,8,250.1868,26.619,85.3218,31
Banlic,2021,9,299.2464,27.3623,86.9424,30
Banlic,2021,10,293.2968,27.2399,84.2749,31
Banlic,2021,11,46.427,26.8207,80.2639,30
Banlic,2021,12,160.592,26.4738,83.4198,31
Banlic,2022,1,51.9622,24.5935,79.5222,31
Banlic,2022,2,44.8736,25.1663,79.2454,29
Banlic,2022,3,10.1008,26.4965,78.027,31
Banlic,2022,4,74.6057,29.2458,76.7453,30
Banlic,2022,5,201.3228,28.6853,78.8237,31
Banlic,2022,6,248.5693,27.6599,85.2748,30
Banlic,2022,7,338.0118,26.9482,83.7273,31
Banlic,2022,8,181.0678,26.2935,86.0035,31
Banlic,2022,9,262.5242,26.7133,86.0462,30
Banlic,2022,10,316.0208,26.7106,84.1869,31
Banlic,2022,11,280.7882,27.0553,81.1336,30
Banlic,2022,12,147.8093,26.1776,81.6361,31
Banlic,2023,1,60.066,25.7827,76.9173,31
Banlic,2023,2,74.452,25.265,79.0927,28
Banlic,2023,3,24.8519,27.3056,75.41,31
Banlic,2023,4,43.8292,28.2715,74.031,30
Banlic,2023,5,172.3833,28.8787,79.8449,31
Banlic,2023,6,313.1106,27.8158,81.2431,30
Banlic,2023,7,318.3392,27.1399,86.6396,31
Banlic,2023,8,261.1643,27.0578,89.3214,31
Banlic,2023,9,359.8469,26.7434,85.5867,30
Banlic,2023,10,383.5775,27.0272,84.6364,31
Banlic,2023,11,76.2683,26.8785,83.7647,30
Banlic,2023,12,193.9423,26.2141,84.2645,31
Banlic,2024,1,109.5597,25.3472,79.0282,31
Banlic,2024,2,72.284,25.8418,79.7012,28
Banlic,2024,3,35.9384,26.4694,72.829,31
Banlic,2024,4,28.7651,27.3354,69.5706,30
Banlic,2024,5,160.0002,28.7697,76.6186,31
Banlic,2024,6,342.0439,27.672,80.9097,30
Banlic,2024,7,384.4521,27.1353,84.658,31
Banlic,2024,8,324.4505,26.9956,82.851,31
Banlic,2024,9,293.8786,27.0819,85.7467,30
Banlic,2024,10,372.6075,26.5189,85.2795,31
Banlic,2024,11,114.4696,26.755,81.5493,30
Banlic,2024,12,162.0601,25.3058,77.9679,31
Banlic,2025,1,85.8088,25.2511,82.4703,31
Banlic,2025,2,42.9647,25.9473,75.1945,29
Banlic,2025,3,33.0694,26.8908,74.4289,31
Banlic,2025,4,46.9444,28.0977,77.0331,30
Banlic,2025,5,278.2927,28.5347,77.7091,31
Banlic,2025,6,332.5758,27.625,82.3578,30
Banlic,2025,7,305.5136,27.4296,85.4478,31
Banlic,2025,8,224.5141,27.5747,86.5222,31
Banlic,2025,9,289.987,27.1452,86.3267,30
Banlic,2025,10,261.7817,27.0282,86.3834,31
Banlic,2025,11,186.1389,27.1585,82.1702,30
Banlic,2025,12,153.2495,25.8511,79.051,31
Banadero,2020,1,67.3001,25.3018,79.6162,31
Banadero,2020,2,43.2888,25.2006,75.8956,29
Banadero,2020,3,31.1983,27.008,72.9605,31
Banadero,2020,4,52.9572,28.6385,75.8623,30
Banadero,2020,5,168.1253,28.7226,78.1074,31
Banadero,2020,6,285.8032,28.0436,84.6642,30
Banadero,2020,7,326.8387,27.4789,83.7252,31
Banadero,2020,8,272.2656,27.2737,86.4024,31
Banadero,2020,9,344.4066,26.3626,87.2574,30
Banadero,2020,10,436.1673,27.25,87.5491,31
Banadero,2020,11,69.562,27.6704,80.2224,30
Banadero,2020,12,213.225,26.0624,80.7571,31
Banadero,2021,1,70.4453,25.6755,77.7835,31
Banadero,2021,2,45.8671,25.9153,76.2741,29
Banadero,2021,3,44.5474,26.6774,74.7156,31
Banadero,2021,4,49.2204,27.7332,71.7071,30
Banadero,2021,5,104.7802,28.6397,76.0727,31
Banadero,2021,6,269.0884,27.9707,84.4118,30
Banadero,2021,7,321.7679,26.9711,85.9972,31
Banadero,2021,8,143.6,27.0202,84.1753,31
Banadero,2021,9,335.8217,27.2233,86.3227,30
Banadero,2021,10,211.4332,26.9356,85.3839,31
Banadero,2021,11,215.0221,26.7916,82.1787,30
Banadero,2021,12,94.8839,25.9236,81.0897,31
Banadero,2022,1,44.167,25.529,77.1494,31
Banadero,2022,2,60.2617,25.8645,74.1136,28
Banadero,2022,3,3.8849,26.8818,68.7989,31
Banadero,2022,4,36.0898,28.3747,74.7646,30
Banadero,2022,5,164.3984,28.7298,78.1084,31
Banadero,2022,6,267.9338,27.3931,82.5742,30
Banadero,2022,7,409.2083,27.5035,85.2545,31
Banadero,2022,8,300.1309,27.6841,86.6854,31
Banadero,2022,9,331.7184,27.1449,85.3485,30
Banadero,2022,10,377.0095,26.8862,87.2118,31
Banadero,2022,11,214.0252,26.6729,80.9783,30
Banadero,2022,12,135.0114,26.0947,82.2559,31
Banadero,2023,1,114.5361,25.42,82.1657,31
Banadero,2023,2,39.7221,25.3956,73.5753,28
Banadero,2023,3,34.7316,26.2027,76.0223,31
Banadero,2023,4,0,29.3427,70.6202,30
Banadero,2023,5,244.0549,28.571,77.5633,31
Banadero,2023,6,287.9577,27.2999,83.8882,30
Banadero,2023,7,369.4513,27.2343,83.082,31
Banadero,2023,8,269.8666,26.7498,84.0051,31
Banadero,2023,9,262.8979,26.9962,87.1928,30
Banadero,2023,10,337.9761,27.2532,86.4965,31
Banadero,2023,11,105.3286,27.3711,84.8915,30
Banadero,2023,12,200.8257,26.1029,82.2693,31
Banadero,2024,1,28.025,25.8076,79.1085,31
Banadero,2024,2,76.4963,25.8046,75.5529,29
Banadero,2024,3,25.4886,26.7469,75.5853,31
Banadero,2024,4,65.0678,27.4956,71.8182,30
Banadero,2024,5,172.2187,28.5493,75.7975,31
Banadero,2024,6,305.8662,27.5975,80.8308,30
Banadero,2024,7,294.2929,27.113,84.5447,31
Banadero,2024,8,254.888,28.0048,82.9122,31
Banadero,2024,9,307.6662,27.6669,85.7226,30
Banadero,2024,10,327.1977,26.8968,82.7439,31
Banadero,2024,11,221.2056,27.1597,84.2063,30
Banadero,2024,12,181.8821,26.136,82.275,31
Banadero,2025,1,44.4191,25.5004,76.7577,31
Banadero,2025,2,49.5209,25.4205,77.2091,28
Banadero,2025,3,30.2504,27.2187,74.5128,31
Banadero,2025,4,52.5937,28.4278,74.7279,30
Banadero,2025,5,166.2438,28.6056,78.0267,31
Banadero,2025,6,282.2416,27.4,83.0552,30
Banadero,2025,7,412.5769,27.2172,84.83,31
Banadero,2025,8,341.5473,27.1355,85.5794,31
Banadero,2025,9,344.0967,27.2762,87.5191,30
Banadero,2025,10,331.0262,27.056,83.3714,31
Banadero,2025,11,66.8938,27.2322,81.0608,30
Banadero,2025,12,79.7782,25.7415,81.0597,31
San Juan,2020,1,87.1033,25.3686,79.463,31
San Juan,2020,2,40.4222,25.9365,75.7739,28
San Juan,2020,3,28.9194,26.8819,76.3162,31
San Juan,2020,4,73.1695,28.1552,75.1792,30
San Juan,2020,5,133.7452,28.5248,75.5433,31
San Juan,2020,6,305.4882,27.4179,84.4925,30
San Juan,2020,7,363.6849,27.1849,85.1061,31
San Juan,2020,8,299.5601,26.886,81.7819,31
San Juan,2020,9,321.9116,26.4619,86.7049,30
San Juan,2020,10,251.9904,27.3036,86.2944,31
San Juan,2020,11,129.2456,26.0614,81.947,30
San Juan,2020,12,192.3416,26.1264,82.976,31
San Juan,2021,1,35.1827,25.1597,77.4723,31
San Juan,2021,2,50.645,25.1231,75.1254,28
San Juan,2021,3,19.3385,27.2308,73.7396,31
San Juan,2021,4,3.2736,28.2195,72.8948,30
San Juan,2021,5,202.1061,28.5031,77.3058,31
San Juan,2021,6,264.6376,27.3039,83.4179,30
San Juan,2021,7,394.4112,26.9325,86.4472,31
San Juan,2021,8,272.7514,27.0945,83.3347,31
San Juan,2021,9,345.7818,27.1634,87.5338,30
San Juan,2021,10,215.8524,26.6729,88.2952,31
San Juan,2021,11,102.6102,26.6977,84.2073,30
San Juan,2021,12,113.4304,25.9472,82.1103,31
San Juan,2022,1,87.4338,25.7596,78.5186,31
San Juan,2022,2,38.9793,25.844,78.6702,28
San Juan,2022,3,48.1949,27.4688,79.9491,31
San Juan,2022,4,11.1194,28.5061,73.4338,30
San Juan,2022,5,163.8442,28.6824,77.7434,31
San Juan,2022,6,307.8621,27.6021,80.4935,30
San Juan,2022,7,330.6084,27.1173,85.6818,31
San Juan,2022,8,235.2027,27.1437,84.0996,31
San Juan,2022,9,261.8328,27.0708,87.008,30
San Juan,2022,10,240.6649,27.3314,84.375,31
San Juan,2022,11,72.2743,26.8184,82.8727,30
San Juan,2022,12,115.661,26.016,82.7141,31
San Juan,2023,1,81.1891,25.9199,80.8492,31
San Juan,2023,2,99.2611,25.1906,73.1633,29
San Juan,2023,3,56.8782,26.9685,77.954,31
San Juan,2023,4,38.5703,28.6143,72.7404,30
San Juan,2023,5,197.6354,28.683,76.8485,31
San Juan,2023,6,297.8808,27.3953,79.3624,30
San Juan,2023,7,395.7044,27.2965,84.6301,31
San Juan,2023,8,405.2419,26.8632,84.0962,31
San Juan,2023,9,286.5978,25.6105,86.5228,30
San Juan,2023,10,336.9506,27.2205,84.2782,31
San Juan,2023,11,26.6406,26.5711,81.3117,30
San Juan,2023,12,171.2623,26.2259,79.6489,31
San Juan,2024,1,39.362,25.0732,82.2391,31
San Juan,2024,2,56.7441,25.4254,74.5664,29
San Juan,2024,3,42.5936,26.6788,77.1186,31
San Juan,2024,4,94.3963,28.1793,76.3361,30
San Juan,2024,5,104.8896,28.8212,75.3831,31
San Juan,2024,6,283.8833,27.4772,82.4787,30
San Juan,2024,7,324.6047,26.8033,88.1586,31
San Juan,2024,8,222.6708,26.6595,84.9705,31
San Juan,2024,9,338.7279,26.7067,84.8911,30
San Juan,2024,10,312.371,27.1428,85.9515,31
San Juan,2024,11,274.4834,26.1301,84.1968,30
San Juan,2024,12,201.8352,26.9679,80.0597,31
San Juan,2025,1,117.8903,24.7783,80.3299,31
San Juan,2025,2,40.5714,25.7446,78.2247,29
San Juan,2025,3,24.6025,26.7997,81.6327,31
San Juan,2025,4,21.3141,28.2454,76.905,30
San Juan,2025,5,166.4293,29.1312,76.7039,31
San Juan,2025,6,362.9257,27.7043,84.3578,30
San Juan,2025,7,412.2679,26.999,85.939,31
San Juan,2025,8,388.9293,27.7106,84.3323,31
San Juan,2025,9,334.0547,27.2741,85.6577,30
San Juan,2025,10,368.7431,26.8906,86.2333,31
San Juan,2025,11,117.1987,27.8001,85.4683,30
San Juan,2025,12,153.7433,26.3425,80.6293,31
Sampiruhan,2020,1,81.3,25.2112,79.8116,31
Sampiruhan,2020,2,80.5054,25.4134,75.7421,28
Sampiruhan,2020,3,13.7456,27.2955,82.3641,31
Sampiruhan,2020,4,31.3052,28.7502,74.7133,30
Sampiruhan,2020,5,231.7991,28.8014,76.2459,31
Sampiruhan,2020,6,355.0077,27.5183,82.6091,30
Sampiruhan,2020,7,348.5364,27.4443,88.1756,31
Sampiruhan,2020,8,230.2449,26.6385,81.3058,31
Sampiruhan,2020,9,408.0722,27.0721,85.0314,30
Sampiruhan,2020,10,196.0258,26.5174,85.3084,31
Sampiruhan,2020,11,178.2158,26.7842,81.7454,30
Sampiruhan,2020,12,276.1938,26.1415,81.9634,31
Sampiruhan,2021,1,88.9785,25.397,74.3226,31
Sampiruhan,2021,2,21.7418,24.8833,75.6207,29
Sampiruhan,2021,3,34.6829,26.3743,72.1401,31
Sampiruhan,2021,4,88.2837,27.6201,73.9215,30
Sampiruhan,2021,5,256.4745,28.4209,77.1789,31
Sampiruhan,2021,6,272.5195,27.2678,81.4188,30
Sampiruhan,2021,7,359.9486,26.9218,82.7445,31
Sampiruhan,2021,8,270.6682,27.4053,86.4125,31
Sampiruhan,2021,9,267.9976,26.7911,85.0874,30
Sampiruhan,2021,10,398.4149,26.4202,87.5585,31
Sampiruhan,2021,11,265.5225,27.1515,84.3817,30
Sampiruhan,2021,12,162.8571,25.8368,78.9355,31
Sampiruhan,2022,1,60.6108,25.6204,82.0861,31
Sampiruhan,2022,2,92.2027,25.9158,77.7077,29
Sampiruhan,2022,3,25.8563,27.1033,77.8156,31
Sampiruhan,2022,4,72.5377,27.875,73.8415,30
Sampiruhan,2022,5,205.2843,28.5728,76.3263,31
Sampiruhan,2022,6,256.1044,27.536,83.385,30
Sampiruhan,2022,7,296.772,27.2062,83.3407,31
Sampiruhan,2022,8,272.1503,27.4747,84.8721,31
Sampiruhan,2022,9,322.626,27.1049,84.6331,30
Sampiruhan,2022,10,428.5507,26.7593,85.923,31
Sampiruhan,2022,11,189.1771,26.0716,84.0584,30
Sampiruhan,2022,12,117.193,25.7868,79.3606,31
Sampiruhan,2023,1,27.5267,25.7922,81.0828,31
Sampiruhan,2023,2,52.96,25.9574,78.9049,28
Sampiruhan,2023,3,25.3473,26.3348,74.2893,31
Sampiruhan,2023,4,62.1842,28.4094,75.1657,30
Sampiruhan,2023,5,161.2862,28.9905,76.9287,31
Sampiruhan,2023,6,314.1478,27.7137,81.9785,30
Sampiruhan,2023,7,368.15,27.0158,84.4113,31
Sampiruhan,2023,8,265.4368,26.8536,87.4493,31
Sampiruhan,2023,9,322.3221,27.104,85.6648,30
Sampiruhan,2023,10,302.9634,26.5948,87.0517,31
Sampiruhan,2023,11,74.4226,26.8911,82.4285,30
Sampiruhan,2023,12,247.326,26.1663,81.5159,31
Sampiruhan,2024,1,65.6283,25.0752,79.6806,31
Sampiruhan,2024,2,49.7286,25.206,76.5874,29
Sampiruhan,2024,3,33.7617,26.5684,74.922,31
Sampiruhan,2024,4,40.8577,28.3975,73.8177,30
Sampiruhan,2024,5,139.0523,28.9818,76.1995,31
Sampiruhan,2024,6,253.2615,27.8114,83.1605,30
Sampiruhan,2024,7,416.5728,27.0719,86.6617,31
Sampiruhan,2024,8,373.3868,26.7592,84.4922,31
Sampiruhan,2024,9,314.3102,26.659,86.8126,30
Sampiruhan,2024,10,392.7152,27.1239,85.1014,31
Sampiruhan,2024,11,207.2508,27.5474,83.1988,30
Sampiruhan,2024,12,182.4784,25.9297,81.0697,31
Sampiruhan,2025,1,56.8482,25.3866,79.6932,31
Sampiruhan,2025,2,78.9421,26.3182,80.6256,28
Sampiruhan,2025,3,29.1589,26.94,76.5149,31
Sampiruhan,2025,4,54.0851,28.5107,72.3107,30
Sampiruhan,2025,5,221.107,28.6208,77.3563,31
Sampiruhan,2025,6,289.1857,27.1301,80.8056,30
Sampiruhan,2025,7,265.9337,27.119,83.3283,31
Sampiruhan,2025,8,294.1871,25.8754,86.0207,31
Sampiruhan,2025,9,375.7293,26.6242,86.8353,30
Sampiruhan,2025,10,289.4024,27.1293,82.29,31
Sampiruhan,2025,11,128.2517,26.7804,82.0165,30
Sampiruhan,2025,12,68.0426,25.9081,81.514,31
Palingon,2020,1,74.8414,24.9888,75.8114,31
Palingon,2020,2,67.9342,25.8141,78.1603,28
Palingon,2020,3,36.9708,27.1103,80.0484,31
Palingon,2020,4,23.1892,27.9024,72.5432,30
Palingon,2020,5,94.1481,28.7159,76.8821,31
Palingon,2020,6,300.3693,28.0277,82.2675,30
Palingon,2020,7,315.8222,27.3237,86.3945,31
Palingon,2020,8,287.6179,26.4094,84.8185,31
Palingon,2020,9,265.7441,26.8993,87.1024,30
Palingon,2020,10,333.788,26.9422,86.1743,31
Palingon,2020,11,128.6029,26.1095,84.8104,30
Palingon,2020,12,330.9271,26.0156,84.2964,31
Palingon,2021,1,81.1564,25.0207,79.8018,31
Palingon,2021,2,44.3014,25.3796,77.6672,28
Palingon,2021,3,34.3944,27.1186,78.29,31
Palingon,2021,4,43.6994,28.4068,72.5907,30
Palingon,2021,5,122.7514,28.4812,77.8642,31
Palingon,2021,6,277.3848,27.8761,83.385,30
Palingon,2021,7,354.7682,26.8231,84.332,31
Palingon,2021,8,249.5355,27.034,80.1136,31
Palingon,2021,9,305.0415,26.8302,85.5122,30
Palingon,2021,10,315.8154,27.223,83.0011,31
Palingon,2021,11,108.9649,27.3973,81.056,30
Palingon,2021,12,189.9208,25.8662,85.4233,31
Palingon,2022,1,95.9727,25.3627,76.684,31
Palingon,2022,2,65.0122,25.9647,76.0878,28
Palingon,2022,3,35.3371,26.7471,73.6975,31
Palingon,2022,4,47.5927,28.0265,76.4839,30
Palingon,2022,5,136.7579,28.7237,78.5973,31
Palingon,2022,6,298.611,27.6283,84.545,30
Palingon,2022,7,382.4549,27.0152,84.8476,31
Palingon,2022,8,262.7231,27.5354,83.1872,31
Palingon,2022,9,236.7051,26.9758,85.6997,30
Palingon,2022,10,297.878,26.408,84.4024,31
Palingon,2022,11,193.239,27.1068,80.4073,30
Palingon,2022,12,107.8275,26.1676,84.1896,31
Palingon,2023,1,47.8245,25.3721,78.0515,31
Palingon,2023,2,38.2857,25.8352,75.3578,28
Palingon,2023,3,31.4839,27.0721,70.392,31
Palingon,2023,4,43.8845,27.8696,75.2134,30
Palingon,2023,5,180.8232,28.8555,77.6517,31
Palingon,2023,6,225.3865,27.6174,84.8097,30
Palingon,2023,7,375.278,27.0238,84.0609,31
Palingon,2023,8,379.8464,28.1644,85.3088,31
Palingon,2023,9,226.9015,26.8405,88.1917,30
Palingon,2023,10,306.7217,26.7269,86.283,31
Palingon,2023,11,161.7176,27.0773,83.569,30
Palingon,2023,12,136.3222,26.2788,83.8369,31
Palingon,2024,1,60.1708,25.8513,78.4832,31
Palingon,2024,2,72.2482,25.4545,80.9228,28
Palingon,2024,3,28.8522,27.0796,76.8518,31
Palingon,2024,4,80.5876,28.0883,75.7151,30
Palingon,2024,5,206.486,28.2725,77.3663,31
Palingon,2024,6,283.6077,27.9132,84.9234,30
Palingon,2024,7,326.0122,26.9589,84.5217,31
Palingon,2024,8,375.7445,27.1354,82.2045,31
Palingon,2024,9,237.0494,27.0548,85.7817,30
Palingon,2024,10,407.4207,26.7315,86.2979,31
Palingon,2024,11,25.4853,26.8273,82.5695,30
Palingon,2024,12,160.345,25.6333,86.0521,31
Palingon,2025,1,94.6842,25.3101,79.6863,31
Palingon,2025,2,61.6413,25.4845,76.3397,28
Palingon,2025,3,18.8259,27.1446,71.197,31
Palingon,2025,4,63.8125,28.3452,73.8425,30
Palingon,2025,5,162.62,29.2369,77.7519,31
Palingon,2025,6,288.4446,27.8555,83.2186,30
Palingon,2025,7,359.4806,27.2091,85.9146,31
Palingon,2025,8,203.2519,27.1752,84.6371,31
Palingon,2025,9,293.467,27.1137,84.5341,30
Palingon,2025,10,338.5803,26.6619,84.4286,31
Palingon,2025,11,209.2507,26.5406,79.9888,30
Palingon,2025,12,76.6257,25.9847,83.7195,31
Lingga,2020,1,65.5608,25.4542,78.4114,31
Lingga,2020,2,82.5542,25.8034,75.9063,28
Lingga,2020,3,49.0848,27.5693,76.983,31
Lingga,2020,4,45.5938,28.4551,74.816,30
Lingga,2020,5,157.1663,28.5471,79.5214,31
Lingga,2020,6,337.4692,27.4076,82.9038,30
Lingga,2020,7,305.8698,26.7255,86.4934,31
Lingga,2020,8,262.9312,27.7553,81.5062,31
Lingga,2020,9,342.2393,27.4629,85.3989,30
