barangay,year,month,ndvi_mean,ndvi_std,evi_mean,evi_std,ndwi_mean,ndwi_std,s2_valid_px,vv_mean,vv_std,vh_mean,vh_std,s1_valid_px
Uwisan,2021,11,0.379,0.2201,0.2472,0,-0.3377,0.2651,0,-5.0385,3.8434,-12.4378,2.9442,1182
Uwisan,2021,12,0.3972,0.297,0.3059,0.5182,-0.4413,0.2161,8310,-5.9101,3.4671,-10.8815,3.6359,5695
Uwisan,2022,1,0.1278,0.2894,0.1467,1.3467,-0.4817,0.1939,6456,-4.6631,3.8328,-10.8568,3.8412,8268
Uwisan,2022,2,0.3349,0.2374,0.2946,1.3294,-0.4196,0.1804,7510,-3.8,4.2446,-12.4484,3.2153,1392
Uwisan,2022,3,0.2361,0.2825,0.2385,0,-0.4037,0.2087,5774,-5.6733,3.568,-10.8024,3.3846,6771
Uwisan,2022,4,0.3211,0.238,0.2848,1.9002,-0.3424,0.1875,2750,-5.2952,4.1731,-11.5252,3.5705,3080
Uwisan,2022,5,0.4188,0.2472,0.317,0.2116,-0.4142,0.2118,5179,-5.0709,3.7801,-12.0436,4.206,9250
Uwisan,2022,6,0.354,0.2413,0.3068,0,-0.3847,0.1911,2061,-4.819,3.556,-12.2885,3.3307,2715
Uwisan,2022,7,0.3727,0.3497,0.2228,0,-0.4534,0.2249,2079,-3.1792,3.6392,-11.7207,3.4807,4629
Uwisan,2022,8,0.4586,0.2221,0.4545,0.5651,-0.3383,0.1766,2206,-6.1074,3.5568,-10.7246,4.0568,5091
Uwisan,2022,9,0.2876,0.2149,0.271,4.8847,-0.4397,0.2508,5253,-3.7092,3.7612,-11.563,3.3665,5603
Uwisan,2022,10,0.471,0.2576,0.3323,0.2348,-0.4152,0.2013,0,-5.3557,3.5229,-10.5353,3.1228,85
Uwisan,2022,11,0.4846,0.2236,0.3353,0.6951,-0.2741,0.1388,770,-4.4139,3.5135,-12.8059,2.9498,7412
Uwisan,2022,12,0.3793,0.272,0.275,2.2107,-0.4181,0.2834,2260,-4.1389,3.7383,-12.6054,3.8633,9043
Uwisan,2023,1,0.3389,0.224,0.287,0,-0.3601,0.0963,3563,-5.6734,3.3742,-11.0807,3.0356,14581
Uwisan,2023,2,0.3686,0.2063,0.3078,0,-0.3021,0.2413,3861,-6.9984,3.9546,-12.2564,3.5095,5067
Uwisan,2023,3,0.2823,0.234,0.2417,1.4276,-0.2634,0.193,5213,-7.1877,3.8869,-9.9695,3.5422,8312
Uwisan,2023,4,0.356,0.25,0.2747,2.5125,-0.3699,0.1594,743,-5.675,3.3292,-12.4321,3.7627,14343
Uwisan,2023,5,0.4059,0.2746,0.3588,1.1675,-0.3899,0.1617,8704,-4.4927,4.1628,-13.8733,3.387,5104
Uwisan,2023,6,0.2847,0.2925,0.2118,0.43,-0.3458,0.3128,2051,-5.8547,3.6912,-10.271,3.1308,6277
Uwisan,2023,7,0.4,0.3137,0.481,2.0445,-0.3767,0.2005,6563,-4.9983,3.4278,-10.963,3.2297,15173
Uwisan,2023,8,0.4185,0.2549,0.4229,0.63,-0.3797,0.2113,1910,-5.5322,2.5267,-9.8449,3.5409,6567
Uwisan,2023,9,0.6096,0.2968,0.4445,0,-0.3447,0.2226,4965,-6.8295,3.1831,-12.7686,3.5292,0
Uwisan,2023,10,0.4685,0.2653,0.2241,1.0105,-0.3822,0.1506,6175,-4.6208,3.0627,-11.3554,3.73,11725
Uwisan,2023,11,0.3303,0.1865,0.213,0.3417,-0.5485,0.1263,1,-4.4659,4.0548,-11.8853,3.1448,3621
Uwisan,2023,12,0.4382,0.2621,0.3494,2.1339,-0.3426,0.1837,6311,-5.3262,3.0711,-10.8885,4.3262,2781
Uwisan,2024,1,0.301,0.1626,0.2566,0.249,-0.4767,0.1909,0,-6.3434,3.4649,-11.5131,3.0993,11052
Uwisan,2024,2,0.4546,0.2002,0.2209,0.2508,-0.4534,0.1565,5946,-5.5761,3.4951,-11.7182,3.4207,2919
Uwisan,2024,3,0.2426,0.2005,0.2127,0.9383,-0.3504,0.194,2779,-5.5455,4.1701,-12.3359,3.5918,3899
Uwisan,2024,4,0.433,0.2506,0.2565,0.6427,-0.3906,0.1804,7531,-6.9275,3.8714,-13.388,3.7745,8330
Uwisan,2024,5,0.4686,0.3129,0.3363,0,-0.4059,0.2369,9500,-5.3549,3.4765,-11.8605,4.0244,10197
Uwisan,2024,6,0.4479,0.2734,0.4576,0.6633,-0.3328,0.1221,1230,-4.7624,3.7852,-11.1918,3.677,2309
Uwisan,2024,7,0.4273,0.2916,0.4336,8.8286,-0.341,0.1828,7199,-5.5885,3.2299,-13.3785,3.6618,9935
Uwisan,2024,8,0.3954,0.2076,0.3883,0,-0.3464,0.1844,1823,-4.5098,3.2573,-12.0674,3.4684,3038
Uwisan,2024,9,0.3989,0.2599,0.5707,0,-0.4478,0.2192,3651,-5.1086,3.2073,-11.1258,3.1093,8409
Uwisan,2024,10,0.2984,0.1998,0.4027,0.2463,-0.5484,0.221,182,-5.334,3.5118,-11.0449,3.2572,10485
Uwisan,2024,11,0.3495,0.2908,0.5484,0.7609,-0.4765,0.1001,7122,-6.1833,3.9638,-11.5561,2.9336,5030
Uwisan,2024,12,0.4799,0.2662,0.3081,2.1752,-0.4431,0.1855,3777,-6.0998,3.9028,-10.9453,3.5192,3838
Uwisan,2025,1,0.1156,0.2782,0.3814,0.6081,-0.3198,0.1342,11824,-4.1178,3.1501,-12.5848,3.3166,15453
Uwisan,2025,2,0.4415,0.2261,0.2559,0,-0.3906,0.1569,7734,-4.6884,3.736,-13.3389,3.9681,8915
Uwisan,2025,3,0.1819,0.2278,0.2824,1.9589,-0.3214,0.1469,5281,-5.0813,4.2153,-11.9189,3.8822,8427
Uwisan,2025,4,0.4679,0.2144,0.2778,1.2858,-0.424,0.1427,3082,-5.9085,3.7941,-12.525,3.3094,10298
Uwisan,2025,5,0.3353,0.2404,0.2936,0.1753,-0.4479,0.2132,492,-6.8936,3.7224,-10.9563,3.3632,7589
Uwisan,2025,6,0.5212,0.2145,0.387,0.0586,-0.3943,0.0989,2510,-4.3897,3.3166,-13.8637,3.6608,8636
Uwisan,2025,7,0.4442,0.2494,0.3014,6.2758,-0.2977,0.1535,4241,-5.5846,2.7328,-11.9129,3.0726,8460
Uwisan,2025,8,0.4363,0.2255,0.3546,4.2288,-0.2611,0.1626,3186,-4.8124,3.0584,-12.2796,3.5114,1291
Uwisan,2025,9,0.5062,0.2723,0.4034,3.4737,-0.3999,0.1997,3089,-6.1065,4.0375,-13.45,3.3796,7226
Uwisan,2025,10,0.4264,0.2108,0.3825,0.6858,-0.5056,0.184,553,-4.4583,3.5332,-12.6132,3.6805,6684
Uwisan,2025,11,0.2601,0.2785,0.1641,1.2987,-0.3406,0.0832,2795,-5.1938,4.1586,-11.9057,3.455,7342
Uwisan,2025,12,0.5725,0.2865,0.3586,0.8619,-0.4244,0.1868,480,-5.8298,3.3091,-11.4654,4.3145,8468
Looc,2020,1,0.3187,0.2393,0.1956,0,-0.3162,0.1489,810,-4.9641,3.7082,-11.32,3.4088,10311
Looc,2020,2,0.47,0.2084,0.3479,0.2818,-0.3963,0.1886,12533,-7.2779,3.3541,-11.5163,3.9191,13643
Looc,2020,3,0.2817,0.137,0.2344,0,-0.4226,0.2034,4449,-5.5505,3.5285,-10.4539,3.0019,12072
Looc,2020,4,0.3317,0.2046,0.2311,1.2518,-0.3543,0.2125,12302,-5.7837,3.1549,-13.196,4.4422,2066
Looc,2020,5,0.4611,0.2443,0.2565,0.9445,-0.456,0.1873,865,-6.7698,4.1457,-11.8149,3.382,0
Looc,2020,6,0.417,0.2048,0.3959,0.8472,-0.4083,0.1622,0,-5.3247,3.9758,-12.6656,3.2007,15669
Looc,2020,7,0.3962,0.2469,0.1346,0.8655,-0.4329,0.192,6629,-3.2605,4.0099,-12.6494,3.099,2802
Looc,2020,8,0.331,0.203,0.4645,2.4236,-0.3979,0.1944,5356,-6.1844,3.3835,-11.6831,3.6303,14555
Looc,2020,9,0.4861,0.3021,0.2673,0,-0.336,0.1843,8277,-5.8236,3.5834,-11.0795,3.4564,4032
Looc,2020,10,0.4241,0.1416,0.4386,0.3035,-0.3995,0.1454,0,-4.5836,3.279,-10.2034,3.3707,8839
Looc,2020,11,0.3198,0.1627,0.2594,0.6923,-0.301,0.1322,761,-4.5215,3.6173,-10.4564,2.9616,3664
Looc,2020,12,0.4489,0.2544,0.3044,0.2933,-0.2638,0.2119,2740,-5.2655,4.0072,-12.5119,3.4332,12173
Looc,2021,1,0.4263,0.2438,0.3214,0,-0.3621,0.193,1700,-6.6013,3.7535,-11.73,3.7948,13225
Looc,2021,2,0.3781,0.2613,0.2335,0.725,-0.3547,0.165,11655,-7.7196,3.6481,-11.5685,3.366,528
Looc,2021,3,0.3571,0.2254,0.1534,2.9542,-0.2153,0.1853,6059,-5.5839,3.8472,-11.957,3.4658,3044
Looc,2021,4,0.349,0.2644,0.2583,0.0668,-0.4181,0.1989,4474,-6.5909,3.2087,-12.941,3.2903,7248
Looc,2021,5,0.4009,0.2933,0.3853,0.6337,-0.3588,0.1786,6000,-5.7072,3.6239,-13.4914,3.5788,419
Looc,2021,6,0.3202,0.1921,0.4259,0,-0.3812,0.2091,2494,-5.7059,4.7492,-11.2266,3.2423,4035
Looc,2021,7,0.4168,0.2388,0.2912,0,-0.4546,0.2172,3767,-5.8364,3.5203,-11.8759,3.6372,10784
Looc,2021,8,0.5059,0.2572,0.6113,0,-0.3714,0.1678,2902,-5.0283,3.4357,-10.8286,3.5925,10903
Looc,2021,9,0.2704,0.2954,0.11,5.97,-0.3695,0.1824,4278,-5.73,3.4782,-11.3488,3.7009,7912
Looc,2021,10,0.4888,0.2092,0.5262,0.7652,-0.3026,0.1879,1032,-5.3216,3.7016,-10.9412,3.4039,7769
Looc,2021,11,0.349,0.1585,0.356,0.5115,-0.3518,0.1596,2523,-2.3262,3.9982,-11.3043,3.0274,10170
Looc,2021,12,0.4704,0.3132,0.3826,1.1308,-0.3859,0.1901,3410,-4.6849,3.4225,-11.6355,3.5375,1785
Looc,2022,1,0.3096,0.2327,0.3566,0.6869,-0.3117,0.1724,4172,-6.5005,3.5746,-10.6939,3.4504,9811
Looc,2022,2,0.4355,0.275,0.2882,0.3357,-0.412,0.1496,1775,-5.3207,3.6421,-13.0992,3.5997,4179
Looc,2022,3,0.3343,0.3017,0.3578,1.3903,-0.4181,0.2342,6100,-5.3932,3.6622,-11.4593,3.6623,8820
Looc,2022,4,0.3276,0.1966,0.3271,0.4798,-0.3074,0.1587,9472,-5.7657,3.9698,-12.9481,3.3169,2061
Looc,2022,5,0.4051,0.297,0.426,0.9593,-0.3171,0.2391,2063,-5.954,3.5621,-11.0013,3.4173,8594
Looc,2022,6,0.3634,0.2937,0.4011,0.5043,-0.2703,0.218,2982,-5.5134,4.0875,-11.2115,3.4733,11716
Looc,2022,7,0.6145,0.261,0.3337,0,-0.3416,0.2106,3062,-2.6397,4.0254,-11.6639,2.8247,11060
Looc,2022,8,0.4212,0.2087,0.4506,0,-0.2683,0.2486,5603,-5.8228,3.6889,-13.1876,3.5878,1939
Looc,2022,9,0.5221,0.2613,0.5315,3.1725,-0.3164,0.2187,9551,-6.0124,3.4775,-12.4242,3.4445,4003
Looc,2022,10,0.4289,0.2616,0.3163,0,-0.3888,0.1623,0,-5.3508,3.6314,-11.5568,3.8896,2233
Looc,2022,11,0.3007,0.0601,0.4617,0.6794,-0.4393,0.1912,2305,-4.2615,3.2547,-10.3012,3.8679,5597
Looc,2022,12,0.3579,0.2075,0.2514,0.9492,-0.49,0.2281,6773,-5.1676,3.6776,-12.1475,3.2996,6021
Looc,2023,1,0.4001,0.2645,0.2913,0.7965,-0.3511,0.1302,741,-4.1689,3.6676,-11.02,3.565,6577
Looc,2023,2,0.3292,0.2735,0.3575,0.0528,-0.3045,0.1939,8766,-4.8884,2.6904,-11.5654,3.3614,12518
Looc,2023,3,0.2124,0.1793,0.1531,0,-0.3779,0.2036,7039,-5.9262,3.9435,-13.2664,3.883,5766
Looc,2023,4,0.3024,0.2475,0.3143,0,-0.3747,0.1551,10555,-6.6608,3.9121,-11.7666,3.6532,7596
Looc,2023,5,0.3937,0.248,0.2492,0.0618,-0.4744,0.1934,6369,-6.1529,3.1896,-10.9668,3.7838,5487
Looc,2023,6,0.2503,0.2729,0.3114,0.2411,-0.2876,0.1767,3750,-4.9247,3.7331,-11.0381,3.3282,3606
Looc,2023,7,0.4586,0.3633,0.3295,1.3154,-0.4738,0.2313,5005,-4.7055,3.4738,-12.5453,3.2743,17333
Looc,2023,8,0.4636,0.2507,0.175,1.4902,-0.2879,0.1958,4360,-4.8964,3.3575,-11.0391,3.365,7578
Looc,2023,9,0.4571,0.2674,0.0628,1.7722,-0.4267,0.22,9912,-5.4507,3.8343,-11.0001,3.1106,11714
Looc,2023,10,0.4438,0.1962,0.3815,0.01,-0.4422,0.1699,8336,-4.622,3.289,-9.5221,3.8082,7504
Looc,2023,11,0.4635,0.1449,0.1825,0,-0.3711,0.1691,915,-3.568,3.8085,-12.1391,3.9391,5599
Looc,2023,12,0.3573,0.237,0.4432,0,-0.2974,0.1788,5682,-5.1732,3.8033,-11.0277,3.4324,9922
Looc,2024,1,0.5367,0.1806,0.3348,0.3219,-0.2805,0.233,6002,-6.0061,3.3125,-10.0485,3.3483,5187
Looc,2024,2,0.33,0.1803,0.3601,0.8385,-0.3493,0.1229,7306,-5.3203,3.4313,-13.4494,3.5278,11201
Looc,2024,3,0.451,0.1807,0.1955,0,-0.2338,0.1114,5029,-6.5276,4.3782,-12.737,3.361,5920
Looc,2024,4,0.3603,0.2012,0.3201,0.6368,-0.4151,0.1497,7341,-5.8418,3.6189,-12.7296,3.7944,13559
Looc,2024,5,0.3036,0.2861,0.3215,1.9001,-0.3328,0.2489,3210,-2.1723,3.677,-11.098,3.7124,12630
Looc,2024,6,0.4359,0.193,0.5559,0.7518,-0.3219,0.2765,3533,-3.5823,2.8886,-12.4907,3.4706,14819
Looc,2024,7,0.4513,0.2969,0.472,4.7676,-0.3809,0.2358,2257,-5.0592,3.3961,-9.5052,3.2633,7376
Looc,2024,8,0.3936,0.2343,0.3736,1.3028,-0.3171,0.1732,5123,-6.0115,3.1736,-12.5453,4.144,8163
Looc,2024,9,0.4202,0.2566,0.354,0.9011,-0.4163,0.1904,8727,-4.547,3.6215,-10.8001,3.3708,3118
Looc,2024,10,0.319,0.2584,0.2872,0.661,-0.3505,0.1015,4527,-3.0332,3.6125,-11.3708,3.696,7980
Looc,2024,11,0.3091,0.241,0.0663,0.5717,-0.2577,0.1105,4686,-5.3118,3.8698,-11.6188,2.7083,17933
Looc,2024,12,0.3398,0.1719,0.3461,1.1031,-0.4246,0.2069,5108,-3.8204,3.0796,-11.6522,3.608,3996
Looc,2025,1,0.5231,0.2046,0.3176,0.7081,-0.4881,0.1094,1789,-5.4776,3.8975,-10.193,3.6173,2039
Looc,2025,2,0.4772,0.2976,0.2539,1.6534,-0.3778,0.1607,4449,-6.0924,3.3374,-12.0452,3.5051,0
Looc,2025,3,0.3256,0.1825,0.2377,0.9411,-0.2952,0.1809,4588,-5.3564,3.4021,-11.7541,3.6604,14794
Looc,2025,4,0.3439,0.2251,0.1796,1.9133,-0.3989,0.1541,8421,-5.8082,3.6054,-12.2963,3.3849,13330
Looc,2025,5,0.4436,0.1706,0.2956,0,-0.3887,0.1717,2271,-5.0261,3.6504,-11.2571,3.5805,1878
Looc,2025,6,0.4589,0.197,0.4033,0.7789,-0.3696,0.1275,0,-3.5179,3.2251,-11.9717,3.812,3739
Looc,2025,7,0.3403,0.2507,0.2888,1.4465,-0.4139,0.1987,6565,-4.5022,3.6218,-12.2982,3.5515,3062
Looc,2025,8,0.4952,0.2515,0.4651,3.9466,-0.3108,0.2147,8421,-4.8702,3.8541,-10.8476,3.3076,9230
Looc,2025,9,0.5206,0.2667,0.5061,2.3122,-0.3376,0.2185,929,-4.7055,3.5207,-12.0184,3.613,5487
Looc,2025,10,0.4667,0.1833,0.3149,0.4882,-0.3738,0.1432,2839,-4.9068,3.27,-10.7606,2.9154,4653
Looc,2025,11,0.5177,0.1983,0.2633,0,-0.2235,0.1398,4626,-5.155,4.3917,-12.883,3.6801,5359
Looc,2025,12,0.4683,0.2563,0.2668,2.0736,-0.3962,0.219,1244,-6.882,3.5961,-12.1194,3.4905,15865
Banlic,2020,1,0.4345,0.2846,0.1121,0,-0.3095,0.2121,4312,-5.8218,3.3505,-12.571,3.9428,7778
Banlic,2020,2,0.3387,0.2033,0.2874,0.9582,-0.3795,0.1714,6953,-5.0694,3.5162,-12.9266,3.662,9620
Banlic,2020,3,0.401,0.2061,0.3186,2.1536,-0.248,0.1732,2326,-6.7005,3.5379,-9.8968,3.8251,10148
Banlic,2020,4,0.2581,0.2329,0.2471,0,-0.3782,0.1786,7007,-6.1692,3.8931,-11.1427,3.45,10851
Banlic,2020,5,0.3625,0.2201,0.4118,0.9193,-0.4552,0.2144,0,-5.5795,3.179,-12.9327,3.5072,3791
Banlic,2020,6,0.5082,0.173,0.3358,2.0738,-0.4216,0.1242,1671,-6.8156,4.141,-13.0405,3.568,11828
Banlic,2020,7,0.4362,0.2316,0.5004,4.3056,-0.4728,0.2585,8254,-4.8184,3.618,-12.4023,3.4023,1499
Banlic,2020,8,0.4138,0.2663,0.3398,3.7658,-0.3511,0.1233,5049,-6.2241,3.5646,-12.1045,3.2881,7249
Banlic,2020,9,0.4599,0.2271,0.2742,0,-0.4485,0.2298,3408,-5.3135,3.393,-13.346,3.5067,0
Banlic,2020,10,0.468,0.2337,0.3672,0.9002,-0.2326,0.2087,4969,-4.7101,3.2391,-10.6146,4.0595,16382
Banlic,2020,11,0.3351,0.1739,0.2253,0,-0.3273,0.1916,3252,-4.1001,4.042,-11.9299,3.0934,15096
Banlic,2020,12,0.4133,0.277,0.1803,0.2657,-0.4611,0.2367,5931,-5.3249,3.3041,-12.3672,3.1994,10020
Banlic,2021,1,0.2732,0.2471,0.2042,0.1393,-0.2765,0.1815,1375,-7.0372,4.2492,-11.4176,3.8214,5498
Banlic,2021,2,0.4019,0.21,0.2899,0,-0.4223,0.1934,9976,-6.7088,3.5805,-10.329,3.6481,8149
Banlic,2021,3,0.2874,0.2152,0.0863,4.9624,-0.3011,0.1332,7430,-5.79,3.6318,-11.9762,4.312,3653
Banlic,2021,4,0.4625,0.2114,0.1583,2.0463,-0.3113,0.1713,7669,-6.164,3.7428,-13.803,3.1688,4236
Banlic,2021,5,0.4099,0.2396,0.3148,0,-0.4166,0.26,8650,-5.4556,3.1172,-12.8644,3.4884,1020
Banlic,2021,6,0.4072,0.2009,0.4756,0.2952,-0.3041,0.1632,880,-3.0483,4.0318,-11.9164,3.3696,10570
Banlic,2021,7,0.386,0.2066,0.3436,0,-0.3541,0.2382,204,-4.4864,3.4259,-10.649,3.4154,8106
Banlic,2021,8,0.336,0.2453,0.3931,0,-0.4025,0.1942,4751,-6.3436,3.6644,-12.0382,3.5865,11750
Banlic,2021,9,0.4824,0.3038,0.2651,0,-0.5734,0.1734,1889,-6.1295,3.0748,-11.9472,3.6715,3095
Banlic,2021,10,0.3969,0.1704,0.4737,0,-0.4846,0.1944,1138,-4.5925,3.4167,-11.4755,4.0009,12612
Banlic,2021,11,0.2155,0.2198,0.3694,0.3058,-0.4277,0.158,1373,-4.2497,3.6395,-11.8934,3.3117,10561
Banlic,2021,12,0.4774,0.3091,0.3249,0.5859,-0.5064,0.1831,1271,-6.7444,3.547,-11.0387,3.6463,8615
Banlic,2022,1,0.3152,0.1791,0.2124,0.6523,-0.4333,0.1537,487,-4.9229,3.4936,-12.5826,3.3821,5670
Banlic,2022,2,0.3917,0.2609,0.3173,0.1224,-0.4032,0.1797,4956,-5.3507,3.888,-10.8679,3.6211,11282
Banlic,2022,3,0.366,0.2655,0.4961,0.9169,-0.3145,0.1824,5334,-6.4999,2.9745,-10.7089,4.1633,5441
Banlic,2022,4,0.3949,0.2269,0.2584,0,-0.3395,0.2115,5129,-6.4477,3.0711,-12.4864,3.659,17148
Banlic,2022,5,0.4457,0.216,0.2871,0,-0.3462,0.2218,5158,-5.8987,3.0241,-11.5659,3.7536,2818
Banlic,2022,6,0.4535,0.2956,0.4967,0.7499,-0.3983,0.1762,0,-4.9274,3.5572,-12.1583,3.6692,7920
Banlic,2022,7,0.4543,0.2831,0.4275,6.9183,-0.3727,0.2687,7174,-6.0113,3.67,-11.3809,3.4779,10832
Banlic,2022,8,0.2567,0.2668,0.3993,2.7883,-0.567,0.1324,3282,-5.7099,3.1821,-11.5485,3.6835,9023
Banlic,2022,9,0.428,0.2764,0.25,1.7457,-0.3524,0.195,0,-4.7334,3.5725,-12.0921,3.3557,8643
Banlic,2022,10,0.3692,0.2512,0.4192,0.4442,-0.4957,0.146,4443,-6.0265,3.7221,-10.935,3.6404,4475
Banlic,2022,11,0.3035,0.0943,0.4231,0,-0.1228,0.18,506,-3.022,3.9002,-11.3673,3.1688,4884
Banlic,2022,12,0.4993,0.2298,0.1606,0.0069,-0.491,0.2709,9270,-5.5923,3.7123,-9.6918,3.8227,5593
Banlic,2023,1,0.3679,0.2972,0.1772,0.2228,-0.2954,0.1106,3659,-4.6892,3.3857,-11.085,3.8483,8096
Banlic,2023,2,0.4615,0.3086,0.3222,0.5731,-0.357,0.2093,4732,-5.7919,3.8727,-12.6776,3.6982,6575
Banlic,2023,3,0.147,0.2316,0.2162,0,-0.3436,0.1409,0,-6.2769,3.4041,-12.728,3.6622,7735
Banlic,2023,4,0.3841,0.1581,0.2677,0,-0.4174,0.2186,6228,-4.7475,3.8012,-14.0314,3.963,4965
Banlic,2023,5,0.3896,0.2833,0.4893,1.006,-0.387,0.2275,2102,-7.3654,4.0291,-11.3373,3.2128,12409
Banlic,2023,6,0.1884,0.2852,0.4857,1.2532,-0.3896,0.2054,1046,-6.3312,3.6101,-13.0342,3.2301,10639
Banlic,2023,7,0.4743,0.2843,0.1704,0.9688,-0.4396,0.2415,0,-5.6499,4.3482,-9.8078,3.819,11919
Banlic,2023,8,0.4585,0.234,0.4314,0,-0.3067,0.1858,4107,-3.6782,3.2345,-11.5932,3.6633,0
Banlic,2023,9,0.3667,0.2768,0.2598,1.491,-0.4303,0.2531,4420,-6.3113,2.9549,-10.8788,3.5373,4782
Banlic,2023,10,0.4203,0.194,0.2449,0,-0.3259,0.1814,1434,-3.8483,3.4832,-11.3389,3.1482,3731
Banlic,2023,11,0.3009,0.1784,-0.0719,0.0144,-0.415,0.188,5916,-5.2553,3.8642,-12.9359,3.717,11151
Banlic,2023,12,0.4179,0.2727,0.3381,0.372,-0.3752,0.1996,8881,-4.4695,3.7177,-10.5264,3.6051,9347
Banlic,2024,1,0.3896,0.2174,0.1568,0,-0.3542,0.1995,0,-5.401,3.9564,-10.7666,3.3202,7705
Banlic,2024,2,0.3967,0.2485,0.285,1.3026,-0.3618,0.1887,8808,-5.6547,3.9267,-11.0791,3.4206,12075
Banlic,2024,3,0.3976,0.2673,0.1314,0,-0.3531,0.1841,2012,-4.5846,3.9718,-12.0256,4.0794,3018
Banlic,2024,4,0.3233,0.223,0.1786,0.3145,-0.3257,0.1899,4285,-5.7302,3.9535,-12.0295,3.9787,3569
Banlic,2024,5,0.342,0.2169,0.284,0.2218,-0.4623,0.164,6645,-3.9276,3.4663,-11.4403,3.825,11225
Banlic,2024,6,0.388,0.1837,0.2684,1.4,-0.3208,0.1971,0,-6.3698,4.0841,-12.2809,3.3467,6258
Banlic,2024,7,0.4376,0.2342,0.4817,4.2524,-0.3875,0.1948,843,-5.4124,3.7331,-12.2982,3.452,6980
Banlic,2024,8,0.4462,0.2373,0.3809,0,-0.3383,0.208,3741,-4.998,3.691,-13.2789,3.5967,10860
Banlic,2024,9,0.5365,0.324,0.5062,0,-0.4622,0.1892,3591,-5.9031,3.8312,-10.7139,3.5705,12908
Banlic,2024,10,0.4002,0.1888,0.4526,0.409,-0.2906,0.1307,8270,-4.9731,3.4743,-10.1107,3.5487,13240
Banlic,2024,11,0.2833,0.3252,0.3765,0.2199,-0.3867,0.1051,0,-4.5328,3.3101,-11.161,3.3915,5177
Banlic,2024,12,0.2848,0.2389,0.3759,1.85,-0.4516,0.1913,2465,-4.5161,3.576,-12.0004,3.816,12014
Banlic,2025,1,0.2385,0.1896,0.1998,0.0652,-0.3123,0.1356,29,-5.2522,3.6153,-10.2847,3.6692,10105
Banlic,2025,2,0.3746,0.1593,0.3171,0,-0.413,0.1454,0,-6.9233,3.8661,-13.9899,3.7365,3610
